image,caption,Gemma_caption,Gemini_caption,Llama_caption
211981411_e88b8043c2.jpg,سياره يقود من خلال بركه طينيه عميقه عده اقدام,تظهر الصوره سياره جيب رماديه اللون وهي تعبر بركه مياه موحله في بيءه طبيعيه غابيه.,جيب تندفع في الوحل محدثه رشاشا حولها في طريق وعر.,سياره جيب تسير في طريق غير ممهده.
2120383553_5825333a3f.jpg,فتاه تستخرج قميصا مبللا,طفله صغيره تبتسم وهي تلعب بلعبه حمراء اللون.,طفله تضحك بسعاده وهي تعصر قطعه قماش برتقاليه.,صوره لطفله صغيره تقوم بالغسيل.
2120411340_104eb610b1.jpg,كلب وبقره علي منحدر صخري,كلبا ابيض اللون يواجه بقره بنيه اللون في منظر طبيعي جبلي اخضر.,كلب ابيض وبقره بنيه علي منحدر جبلي عشبي.,كلب ابيض يتفاعل مع بقره بنيه في منطقه جبليه.
2120571547_05cd56de85.jpg,امراه سوداء جالسه علي متن قطار,اليك وصف للصوره تظهر الصوره شخصين يجلسان علي مقاعد في قطار مترو الانفاق ، مع وجود ملصق علي الحاءط يطلب من الركاب السماح لاغلاق الابواب.,تظهر الصوره امراتين تجلسان في قطار انفاق، احداهما تضع قدميها علي المقعد المقابل.,صوره لامراه ناءمه علي كرسي في مترو الانفاق.
2121140070_a09644550b.jpg,مجموعه من الناس يلعبون بحلقه حمراء كبيره,تظهر الصوره مجموعه من الشباب يلعبون بالقرص الطاءر في حقل عشبي في يوم غاءم.,مجموعه من الفتيان يلعبون لعبه حماسيه بحلقه ورديه في مرج اخضر.,صوره لعدد من الاولاد يلعبون في ساحه خضراء.
2121357310_f8235311da.jpg,صبي في ملابس السباحه ينزلق علي امتداد قطعه من البلاستيك المبلل,شاب ينزلق علي سطح ماءي، بينما يركض صبي في الخلفيه.,شاب وهو يستمتع بالانزلاق علي زحليقه ماءيه في الهواء الطلق، مع تطاير قطرات الماء حوله.,صوره لشابين يلهوان علي ارضيه بلاستيكيه كبيره في الخارج.
2123932281_1a4fd38455.jpg,فتاه صغيره تحمل صفيحتها,طفله صغيره ذات شعر مبلل تحمل طبقا من الحلوي، ويبدو عليها الاستمتاع بوجبتها.,طفله بشعر مبلل تتناول الكعكه والفراوله علي طاوله خشبيه.,طفله صغيره تجلس علي طاوله وتاكل قطعه كيك.
2124040721_bffc0a091a.jpg,رجل عجوز يرتدي قبعه حمراء ومعطف اسود,شخصا من الخلف يرتدي قبعه حمراء وجاكيتا داكنا، ويبدو انه يقف في الخارج في ظروف جويه بارده او ممطره.,شخصا من الخلف يرتدي قبعه حمراء زاهيه فوق شعر ابيض، ومعطفا داكنا، مع خلفيه ضبابيه تتخللها نقاط ضوء صغيره.,رجل مسن يرتدي قبعه حمراء من الخلف.
2125216241_5b265a2fbc.jpg,ركوب المراكب الشراعيه الازرق والابيض بواسطه المرفا,تظهر الصوره يختا كبيرا مرسوا في الميناء في سياتل، واشنطن، مع وجود ثلاثه اشخاص يقفون علي الرصيف بجانبه.,"يختا شراعيا باسم ""سياتل، واشنطن"" راسيا بجانب رصيف، ويقف ثلاثه اشخاص بالقرب منه.",السفينه راسيه في المرسي.
2125454445_5c5c4bf906.jpg,يحمل كلب ابيض واسود في معطف منقوش عصا طويله جدا,كلب صغير يرتدي ستره منقوشه يقف علي جذع شجره، وينظر الي الكاميرا.,كلب يرتدي معطفا منقوشا ويحمل غصنا في فمه.,كلب بوسطن ترير يعض عصا في الخارج.
2125626631_a4b63af97e.jpg,كلب يصطاد الصحن الطاءر,كلب صغير الحجم يقفز في الهواء بحماس للامساك بقرص طاءر، مع خلفيه من العشب الاخضر.,كلب يقفز في الهواء ممسكا بفريسبي اخضر بفمه.,كلب يمسك بقرص طاءر في فمه.
2126950128_74a4882658.jpg,امراه في الرمادي تدخن سيجاره,تظهر امراه ذات شعر احمر قصير وهي تدخن سيجاره، وترتدي ستره رماديه و جينز، وتحمل حقيبه سوداء، وتقف امام خلفيه داكنه.,امراه تدخن سيجاره وتنظر مباشره الي الكاميرا.,امراه تدخن سجاره امام حاءط.
2127031632_77505e4218.jpg,طفل يرتدي ستره حمراء يجلس علي قرص احمر في الثلج,طفلا يرتدي خوذه ونظارات واقيه وهو ينزلق علي زلاجه حمراء علي تل مغطي بالثلوج.,طفل سعيد يتزحلق بزلاجه حمراء اسفل منحدر ثلجي.,ولد يركب لوح تزلج علي الجليد.
2127207912_9298824e66.jpg,ثلاثه اشخاص يشقون طريقهم عبر التضاريس الصخريه,تظهر الصوره ثلاثه اشخاص يتسلقون ممرا ضيقا بين صخور حمراء في منطقه صحراويه، ويبدو انهم يستمتعون بمغامره في الهواء الطلق.,اشخاص يتسلقون ممرا صخريا ضيقا في واد.,صوره لثلاثه اشخاص يتسلقون بين صخور ضخمه.
2127209046_94711c747b.jpg,مجموعه تسير بين صخور عملاقه,تظهر الصوره مجموعه من المتنزهين وهم يعبرون مجري ماءي ضحل في واد صخري احمر اللون.,يصعد متنزهون ممرا صخريا احمر اللون، وتظهر في المقدمه بركه مياه تعكس السماء والصخور المحيطه.,صوره لعده اشخاص يتسلقون الجبل في منطقه صخريه.
2128119486_4407061c40.jpg,ياكل الطفل الطعام,الصوره لطفل صغير ذو وجه ملطخ ببقايا طعام احمر اللون، ويبدو انه يستمتع بوجبته.,طفل صغير ينظر الي الكاميرا وفمه ملطخ ببقايا طعام احمر.,صوره لطفل رضيع يبدو عليه علامات اكل التوت او الفاكهه ذات اللون الاحمر، حيث تظهر بقايا الطعام علي وجهه وملابسه.
2129430111_338a94f8fb.jpg,مسافر في قبعه حمراء يسير علي طول مسار الجبل,تظهر الصوره شخصا يحمل حقيبه ظهر كبيره وهو يسير في منطقه جبليه صخريه مع وجود جبل مغطي بالثلوج في الخلفيه.,رحاله تسير علي طريق جبلي صخري امام جبال شامخه مغطاه بالثلوج.,صوره لرجل يمشي في منطقه جبليه، وهو يرتدي حقيبه ظهر كبيره، وبدون ان يرفع راسه.
2130203183_49bae96b96.jpg,كلب بني يجلس لوحده امام ثلج,كلب بني اللون يجلس في الثلج امام جدار ضخم من الثلج في يوم عاصف.,كلب بني يجلس في مشهد شتوي غارق بالثلج، مع جرف ثلجي ضخم في الخلفيه.,كلب جالس علي الثلج في فصل الشتاء.
2130851544_d36f4f2ea6.jpg,صبي يحمل جليد,صبيا يرتدي ملابس دافءه وهو يفحص قطعه جليد كبيره في يده، ربما في يوم شتوي بارد.,طفل يرتدي ملابس شتويه يمسك بقطعه جليد في يوم شتوي.,صبي يمسك قطعه من الجليد في يديه.
2130986011_47cb05c8c9.jpg,طفل علي زلاجه بلاستيكيه,طفلا سعيدا يرتدي خوذه ونظارات واقيه وملابس دافءه، وهو يستمتع بالتزلج علي الزلاجه في الثلج.,طفل سعيد يلهو في الثلج علي زلاجه زرقاء.,طفل يضحك وهو جالس علي مزلقه زرقاء في الثلج.
2131762850_5293a288d9.jpg,صبي في ستره برتقاليه يبدو غير سعيد,طفلا يرتدي خوذه تزلج وستره برتقاليه، ويبدو عليه التذمر او عدم الرضا.,طفل يرتدي خوذه تزلج ومعطفا برتقاليا وهو يغمز ويبدو عابسا في الثلج.,صوره لطفل يرتدي خوذه و معطف شتوي برتقالي اللون.
213216174_0632af65a2.jpg,صبي يغوص في بركه بالقرب من منزلق ماءي,صبي يقفز من زلاقه ماءيه زرقاء فوق مسبح، بينما يراقب صبي اخر من الاسفل.,صبي يقفز في الهواء فوق مسبح، بجانبه زلاقه ماءيه صفراء.,ولد يغوص في حمام سباحه.
2133650765_fc6e5f295e.jpg,صبي يقفز الي بركه عامه غير مزدحمه,"طفلا يقفز في حمام سباحه، مع وجود علامه ""لا غوص"" علي حافه الحوض.",يقفز صبي في حوض السباحه في يوم صيفي مشمس.,ولد يغوص في حمام سباحه بينما توجد لافته ممنوع الغوص.
2135360514_7dcb9ed796.jpg,طفل يحمل صوره اثناء وضعه علي اريكه بنيه اللون,طفلا صغيرا يرتدي قبعه سانتا كلوز وملابس حمراء، ويبدو مندهشا او متفاجءا وهو مستلق علي اريكه بنيه اللون.,رضيع لطيف يرتدي قبعه بابا نويل وزيا احمر، وهو مستلق علي اريكه وينظر بفضول.,طفل رضيع يرتدي ملابس عيد الميلاد ويضع علي راسه قبعه بابا نويل.
2135502491_a15c6b5eae.jpg,سان بيرنارد جميل بني وابيض يركض في الثلج,كلب سانت برنارد كبير الحجم يركض بسعاده في الثلج في مشهد طبيعي شتوي.,كلب كبير يركض في الثلج وسط الاشجار.,كلب من فصيله سانت برنارد يمشي في منطقه مغطاه بالثلج.
2136455112_202c093ba4.jpg,رجل يساعد طفله صغيره,يساعد رجل طفلا صغيرا علي التزلج علي الجليد، حيث يمسك بيده ويدعمه اثناء تعلم التزلج.,بالغ يساعد طفلا علي التزلج علي الجليد.,صوره لامراه تساعد طفلا علي التزلج.
2136514643_93d8f75a77.jpg,فتاه علي الهاتف تقف امام نباتات جميله تمر بجانبها فتاه مبتسمه اخري,فتاتين اسيويتين، احداهما تبتسم وتنظر الي الامام بينما تحمل حقيبه، والاخري تتحدث في الهاتف.,تظهر الصوره فتاتين شابتين في الخارج، احداهما تبتسم بسعاده والاخري تتحدث في الهاتف.,صوره لفتاتين، احداهما تتحدث في هاتفها.
2136992638_098d62a3c5.jpg,كلب بني يعض كلبا اسود علي رصيف,اليك وصف للصوره تتفاعل كلبان ، احدهما بني داكن والاخر اسود وابيض ، في ساحه خارجيه.,كلبان يتفاعلان بمرح، احدهما يعض الاخر بلطف.,تعبر الصوره عن كلبين، احدهما اسود والاخر بني، وهما يتفاعلان مع بعضهما البعض في فناء خارجي. يبدو الكلب البني وهو يلعق او يقبل الكلب الاسود، الذي يظهر بمظهر مستمتع او متفاعل. يمكن رءيه ارضيه من البلاط والبعض من العشب في الخلفيه. يبدو المشهد كانه لحظه من اللعب او التعبير عن الود بين الكلبين.
2137071442_1c9658c81a.jpg,صبي يقف امام شجره عيد الميلاد,طفلا صغيرا يحمل سيفا ضوءيا ويقف بجوار شجره عيد الميلاد وسط فوضي هدايا مفتوحه ومدفاه مشتعله.,طفل متحمس يحمل سيفا ضوءيا في صباح عيد الميلاد، محاطا بالهدايا المفتوحه وشجره الكريسماس.,ولد يمسك سيفا مضيءا بجانب شجره عيد الميلاد.
2137789511_69a6c6afa8.jpg,رجل يركب دراجه تحت سماء زرقاء وبيضاء,رجل يركب دراجه علي الشاطء، مع خلفيه من البحر والسماء الملبده بالغيوم.,شخص يركب دراجه هواءيه علي الشاطء تحت سماء مليءه بخطوط الطاءرات.,رجل يركب دراجه علي الشاطء.
2138487671_5b89104043.jpg,صبي صغير يقفز في بحيره,شابا يقفز في بحيره من منصه خشبيه، مع انعكاس الاشجار والسماء علي سطح الماء.,صبي يقفز في الهواء فوق بحيره.,ولد يغوص في الماء.
2140182410_8e2a06fbda.jpg,صبي يلبس ملابس شتويه سوداء يجلس علي زلاجه بالقرب من ركام من الثلج,طفلا يستمتع بالتزلج علي الانابيب في الثلج، ويبدو سعيدا ومتحمسا.,صبي صغير يستمتع بالتزحلق علي انبوب ثلجي وسط اكوام الثلج الضخمه.,ولد يلهو في انبوب مطاطي وسط الثلوج.
2140305708_591d10b54d.jpg,فتاه في ثوب السباحه الازرق تمشي علي الشاطء,فتاه صغيره ترتدي ملابس سباحه زرقاء اللون مع نظارات سباحه علي راسها، وتقف علي شاطء البحر.,تظهر الصوره طفله ترتدي لباس سباحه ونظارات سباحه علي شاطء البحر.,صوره لطفله علي الشاطء، ترتدي ملابس السباحه.
2140747429_62cfd89ae9.jpg,طفل في الثلج مع منزل في الخلفيه,طفلا يبتسم وهو يرمي كره ثلجيه في يوم مشمس ومثلج.,طفل سعيد يلعب بالثلج، وتتناثر رقاءقه حوله.,ولد يلعب بالثلج.
2141065212_463a6997e1.jpg,رجل يرتدي قبعه سوداء ومعطف يجعلون وجهه جمبل,ريتشارد تشيلدريس، مالك فريق سباقات ، وهو يرتدي قبعه وستره عليها شعارات الرعاه.,رجل مسن يرتدي ستره وقبعه ناسكار سوداء، عليها الرقم وشعارات الرعاه.,صوره لرجل مسن يرتدي ستره سوداء عليها العديد من الشعارات.
2141713971_e25eb12712.jpg,امراه وفتاه يركبان مزلجه لاسفل تله واقفه,تظهر الصوره شخصين يرتديان ملابس شتويه ويستخدمان الزلاجات الثلجيه في غابه مغطاه بالثلوج، بينما يركض كلب بجانبهما.,اطفال وكلب يلهون بسعاده في الثلج.,صوره لطفلين يلهوان في الثلج بينما يجر احدهما كلبا.
2142232919_c857a09dd7.jpg,كلب اسود مع لعبه برتقاليه في فمه يسير في اوراق الخريف,كلب اسود يجري نحو الكاميرا وهو يحمل كره برتقاليه في فمه، محاطا باوراق الخريف المتساقطه.,كلب اسود يحمل كره برتقاليه بين اوراق الخريف المتساقطه.,كلب اسود يجري في اوراق الشجر الجافه وهو يحمل كره برتقاليه.
2144049642_070cf541b4.jpg,فتاه صغيره تلون صور كتاب التلوين,فتاه صغيره تركز علي تلوين رسمه ملونه باقلام التلوين علي طاوله.,تظهر الصوره طفله صغيره منهمكه في تلوين رسوماتها في كتاب تلوين.,تظهر الصوره فتاه صغيره تركز علي تلوين رسمه في كتاب تلوين، بينما تحمل قلم تلوين اسود في يدها اليمني.
2144050118_3e7d2e05b1.jpg,طفله صغيره لديها قلم يبرز من انفها,طفله صغيره ذات شعر اشقر وعينين واسعتين، مع قلم اسود عالق في انفها، وتبدو مندهشه او قلقه.,طفله بعينين واسعتين توازن قلما بين انفها وفمها.,طفله تضع قلم علي انفها.
2144846312_d4c738dc6c.jpg,طفل مع الطعام يغطي جميع انحاء فمه,طفلا صغيرا مغطي بصلصه طماطم حول فمه، ويبدو عليه الاستغراب او المفاجاه.,رضيع لطيف ملطخ فمه بالطعام البرتقالي.,رضيع ياكل طعاما عليه صلصه طماطم، وملطخ باثار هذا الطعام.
214501174_6db1f4d69c.jpg,كلب يقفز في الجو فوق العشب,كلب ذهبي اللون يقفز في الهواء في محاوله للامساك بكره صفراء فوق حقل عشبي اخضر.,كلب بني يقفز في الهواء ليلتقط كره فوق عشب اخضر.,كلب يقفز في الهواء.
214543992_ce6c0d9f9b.jpg,يلعب كلب ابيض واسود مع كره علي العشب,كلب اسود وابيض مرقط يقفز عاليا في الهواء لمحاوله الامساك بكره صفراء امام سياج ابيض مزين بالزهور.,كلب اسود وابيض يقفز في حديقه عشبيه لالتقاط كره.,كلب اسود وابيض يقفز بفارغ الصبر ليلتقط الكره.
2147199188_d2d70b88ec.jpg,رجل يحمل صبيا راسا علي عقب فوق بركه,اب يحمل ابنه الصغير وهو يقلبه في الهواء بالقرب من جدول ماءي في حديقه خريفيه.,اب يمسك ابنه مقلوبا راسا علي عقب فوق مجري ماءي صغير.,رجل يحمل طفلا بين ذراعيه في الخارج.
2148013097_6a4f495bc5.jpg,ثلاثه اولاد صغار ينظرون من خلال نافذه,تظهر الصوره ثلاثه اطفال يبتسمون ويضعون وجوههم وايديهم علي نافذه قديمه مقسمه الي مربعات.,طفلان وشخص بالغ يبتسمون ويلوحون بفرح من خلف نافذه.,ثلاثه اطفال يقفون خلف نافذه، ويبدو انهم سعداء وممتعون بانفسهم.
2148695079_9ae6a9b1c7.jpg,كلبان ابيضان يسيران في الثلج الابيض العميق,تظهر الصوره كلبان ابيض اللون يركضان في حقل ثلجي واسع، مع خلفيه من الجبال المغطاه بالثلوج.,كلبان ابيضان يلعبان في الثلج.,كلبان يلعبان في منطقه جبليه مغطاه بالثلج.
2148916767_644ea6a7fa.jpg,كلب ابيض واسود يلعبان في الثلج معا,كلب لولبي ابيض اللون مع بقع سوداء يركض في مسار ثلجي في غابه شتويه.,كلب فاتح اللون يحمل كلبا اسود علي ظهره في مسار ثلجي.,كلب يركض في طريق به ثلوج.
2148991939_3b9fd6c439.jpg,كلب اسود يقفز في الماء,كلب اسود يقفز من رصيف خشبي الي الماء، ويبدو انه يستمتع بالقفز.,كلب اسود يقفز في الماء من رصيف خشبي.,كلب اسود يقفز في الماء من علي رصيف خشبي.
2149968397_a7411729d1.jpg,طفل يخوض الماء باتجاه الشاطء,طفلا يركض في مياه البحر علي شاطء مزدحم، مع وجود اشخاص اخرين يستمتعون بالسباحه في الخلفيه وجبال خضراء في الافق.,صبي صغير يقف في مياه البحر علي شاطء مزدحم بالناس.,صوره لطفل يركض في البحر.
2149982207_5345633bbf.jpg,صبي يرتدي ستره نجاه سوداء وزرقاء علي قارب اخضر خشبي ينظر الي المياه,طفلا يرتدي ستره نجاه وينظر الي البحر من علي متن قارب.,طفل يطل من قارب علي البحر، وتتناثر امامه رذاذات الماء.,صوره لطفل ينظر الي البحر.
2150564996_d173a506d7.jpg,طفل في قميص ابيض يقف في حقل من العشب,طفلا صغيرا يركض بفرح في حقل اخضر واسع، مع خلفيه من الاشجار الخضراء والسماء الزرقاء.,طفل صغير يركض بفرح علي منحدر عشبي.,صبي يجري في حقل.
2151056407_c9c09b0a02.jpg,كلب ابيض صغير يتفقد خروفين,جرو ابيض اللون يقف علي العشب ويشم انف خروف من خلال سياج معدني.,جرو ابيض يتشمم خروفا عبر سياج.,كلب بجواره خروف.
2151300603_248a9fe715.jpg,يتم عرض رسم بياني لليد علي حاءط ، تدرسه امراه,اليك وصف للصوره تظهر الصوره يدا مرسومه مع تسميات باللغه اليابانيه تشير الي خطوط مختلفه في راحه اليد ، مع وجود شخص يجلس في الخلفيه.,تعرض خريطه كف لتحديد الطالع بوضوح علي اليمين، بينما تجلس امراه عند طاوله في محل تنجيم ذي خلفيه ضبابيه علي اليسار.,رسما بيانيا لخطوط اليد مع كتابه باللغه الصينيه، وفي الخلفيه شخص جالس علي طاوله يبدو انه ينتظر قراءه الكف.
215214751_e913b6ff09.jpg,صوره ظليه لرجلين في قارب علي بحيره ضبابيه,قاربا صغيرا به شخصان يبتعدان في بحيره ضبابيه، مع غابه خضراء في الخلفيه.,قارب يضم شخصين يطفو علي بحيره يلفها ضباب ذهبي في الصباح الباكر.,السفن في بحر يتصاعد منه ضباب.
2156131463_5b53636cf0.jpg,رجلان يراقبان الاخرين علي شاطء,موجز للصوره: تظهر الصوره مجموعه من الاشخاص علي الشاطء في يوم مشمس، مع وجود منظر طبيعي خلاب للبحر والجبال في الخلفيه.,اشخاص يستمتعون علي شاطء البحر، مع مظله وجبال في الخلفيه.,صوره لشاطء في دوله ما، فيه اشخاص يمارسون السباحه واخرون يتجمعون.
2156726763_034ecd2e39.jpg,فتاه في ستره وردي وقبعه حمراء تمشي قرب العشب,طفله صغيره ترتدي ملابس دافءه (معطف وردي وقبعه حمراء وبنطلون ارجواني) وهي تمشي علي طريق ترابي في الغابه.,طفله ترتدي ملابس شتويه دافءه تسير في مسار ترابي.,صوره لطفله صغيره ترتدي ملابس الشتاء وتمشي علي طريق غير معبد.
2157003092_eaeb977789.jpg,كلب اسود يحاول الركض مع ساقيه مدفونه في الثلج,كلب روتويلر يندفع بحماس عبر الثلج العميق، ويبدو سعيدا ومتحمسا للعب في الشتاء.,كلب سعيد يلعب في الثلج العميق.,كلب كبير اسود يمر من خلال الثلج.
2157173498_2eea42ee38.jpg,رجل يتزحلق علي الجليد ويقفز من تل ثلج,شخصا يمارس رياضه التزلج علي الجليد في الهواء، مع تناثر الثلج حوله، وخلفيه من الاشجار والسماء عند الغسق.,متزلج علي الجليد يقفز في الهواء، مثيرا رذاذ الثلج، علي خلفيه سماء الشفق البرتقاليه.,صوره لشاب يمارس رياضه التزحلق علي الجليد.
2158247955_484f0a1f11.jpg,الكلاب الثلاثه تركض علي مسار ثلجي,تتجه ثلاثه كلاب سعيده نحو الكاميرا في يوم مشمس ومثلج، وتستمتع بالركض في الثلج.,تظهر ثلاثه كلاب سعيده وهي تجري في الثلج علي طريق جبلي.,ثلاثه كلاب تجري علي طريق مغطي بالثلج.
2158267555_db1d94e468.jpg,يركب الطفل المهر بينما يقف الطفل الاكبر سنا والبالغين بجانبها,طفلا وفتاه يركبان حصانا صغيرا، بينما تقف امراه بجانبهما، وكلهم يرتدون خوذات، في حديقه او منطقه ترفيهيه.,فتاه تركب مهرا بينما تقف فتاه اخري وسيده بجانبها في الهواء الطلق.,الطفل يركب الحصان ويقف بجانبه شخصان بالغين.
215876547_fa584c5ec3.jpg,رجل يجلس في قارب علي الشاطء مع البحيره في الخلفيه,رجل جالس في قارب الكانوا الابيض علي ضفاف بحيره هادءه تحت سماء زرقاء مليءه بالغيوم.,شخص يجلس في زورق علي حافه بحيره تحت سماء زرقاء مرصعه بالغيوم البيضاء.,رجل يجلس في قارب علي ضفه بحيره.
2159447283_fab8c272b0.jpg,ترتدي فتاه صغيره ذات احمر الشعر بدله عنكبوت الرجل اثناء ركوب الخيل,طفله ترتدي زي سبايدرمان وهي تجلس علي حصان هزاز وتبتسم بحماس.,طفله متحمسه ترتدي زي سبايدرمان وتلعب علي حصان هزاز.,طفله ترتدي زي الرجل العنكبوت تركب حصان لعبه.
216172386_9ac5356dae.jpg,رجل يرتدي الزي الاحمر وخوذه يقف علي دراجته الناريه,راكب دراجه ناريه يقوم بمناوره صعبه علي قمه جبليه، مرتديا زيا احمر وخوذه بيضاء.,متسابق دراجات ناريه للتجارب يوازن دراجته علي صخره في منطقه جبليه.,رجل يركب دراجه ناريه علي حافه صخره في منظر طبيعي.
2161799386_27aa938421.jpg,طفل يستخدم الحمام,طفلا صغيرا جالسا علي المرحاض، يبدو غير سعيد او متوترا، مع وجود لعبه صغيره علي الارض امامه.,طفل يجلس علي المرحاض وقد انزل سرواله، ينظر مباشره الي الكاميرا.,طفل يجلس علي كرسي الحمام، يبدو عليه التعب او الانتظار.
2162469360_ff777edc95.jpg,عامل في قبعه زرقاء تبدو كرجل يعمل,رجلان يرتديان خوذات واقيه وسترات عاكسه يعملان علي سطح مبني.,عاملان يرتديان سترات امان وقبعه صلبه وهما يعملان علي سقف.,رجل يرتدي خوذه زرقاء وستره عاليه الوضوح يقف علي شيء رمادي بينما شخص اخر يرتدي ستره عاليه الوضوح يتسلل علي نفس الشيء.
2162564553_96de62c7e6.jpg,رجل يقف علي حافه الماء بالقرب من الصخور,رجلا يرتدي قبعه ورديه اللون، وشورت ازرق، وحذاء رياضي، وحقيبه ظهر، يقف علي شاطء صخري مع امواج تتكسر علي الشاطء وخلفيه من صخور وجبال خضراء.,شاب مبتسم يقف علي شاطء صخري بجوار البحر.,صوره لشاب علي شاطء بحر قرب جبل.
2164363131_6930455d45.jpg,كلب يقفز للعب لعبه علي الطريق,تظهر الصوره شخصا يرمي قرصا لكلب ابيض اللون يقفز في الهواء ليقبضه.,كلب ابيض يقفز عاليا ليصطاد صحنا طاءرا ورديا يمسكه شخص.,يقف كلب بفراء ابيض في الهواء ويعض طاءرته امام شخص يرفعها.
2165459064_5b81ff23eb.jpg,كلبان ابيضان يمران عبر العشب,تظهر الصوره كلبان ابيض اللون يركضان بسرعه في حقل اخضر، احدهما يحمل كره خضراء في فمه.,كلبان ابيضان يركضان بسرعه علي العشب الاخضر، احدهما يحمل كره.,كلبان من نوع وايت تيرير يركضان في حقل اخضر.
2165461920_1a4144eb2b.jpg,سباق الكلاب,اربعه كلاب صغيره ترتدي اقنعه تشبه السلال، وهي تركض او تقفز في حديقه او منطقه عشبيه.,كلاب بيضاء ترتدي كمامات تقفز بنشاط فوق حاجز برتقالي.,الكلاب الاربعه البيضاء ترتفع عن الارض وترتدي كل منهم كمامه.
2165677531_e1d5e086f7.jpg,يتم قياده السياره علي طريق بينما ينظر الناس علي جانبي الطريق,سياره سباق رالي زرقاء اللون وهي تنطلق علي طريق ترابي، مع وجود مجموعه من المتفرجين علي جانبي الطريق.,سياره رالي زرقاء تندفع علي طريق ترابي مثيره الغبار، بينما يتابعها المتفرجون.,سياره دفع رباعي زرقاء تتسابق علي طريق ترابي غير معبد مع وجود متفرجين علي جانب الطريق.
2167644298_100ca79f54.jpg,رجل يرتدي قبعه سوداء يقف امام جدار احمر,رجل يرتدي قبعه سوداء ونظارات، يبتسم للكاميرا، ويقف امام جدار احمر مزين بلوحات فنيه وكتابات.,رجل مبتسم يرتدي قبعه ونظارات امام جدار احمر مزين بلوحات فنيه ونصوص.,رجل يضحك في صوره شخصيه وهو يرتدي نظاره وبدله سوداء وعلاقات عنق وقبعه في استوديو فني.
2169067981_cc19268f23.jpg,صبي يميل علي كرسي بينما يسحبه صبي اخر بحبل,"يشارك صبي في لعبه ""الكرسي الموسيقي"" في قاعه مدرسيه، وهو يتجه نحو كرسي بينما يراقبه زميله.",ولدان يلعبان لعبه سحب حماسيه في قاعه مزينه.,طفل يتدرب علي القفز فوق كرسي.
2169951750_495820a215.jpg,كلب بني يركض علي الارض الثلجيه,كلب رمادي اللون يركض بسعاده في الثلج، ويبدو متحمسا ومستمتعا باللعب.,كلب بني مخطط يركض بحماس في الثلج الابيض.,كلب يركض في الثلج.
2170187328_65c2f11891.jpg,صبي يقوم بالقفز في بركه بينما تراقب الفتاه,صبي يقفز في حوض سباحه بينما تشاهده فتاه جالسه في الماء.,يقفز صبي في المسبح بينما تتواجد فتاه اخري في الماء.,ولد يغوص في حمام سباحه بينما فتاه تحمل طوق سباحه.
2170222061_e8bce4a32d.jpg,كلب عض ذيل بقره,يركض كلب صغير بجانب بقره، ويبدو انه يحاول اللحاق بذيلها او اللعب معها في حقل اخضر.,كلب يقفز بسرعه مذهله بجانب ذيل عجل، وشعره يتطاير من شده الاندفاع.,كلب يطارد بقره في سهل اخضر.
2171154778_8189169336.jpg,صبي يلعب بالدمي في غرفه نوم,طفلا صغيرا يستعد لاطلاق صاروخ لعبه في غرفه نوم.,ولد صغير يجثو علي السجاده ممسكا بصاروخ لعبه ازرق.,ولد يلعب في غرفه نومه.
2171576939_d1e72daab2.jpg,طفل في ملابس الشتاء يلعب في الخارج,طفلا صغيرا يرتدي ملابس شتويه دافءه، ويبدو سعيدا وهو يلعب في الخارج ربما في الثلج او الطقس البارد.,طفل يضحك بسعاده وهو يلعب في الثلج بملابس الشتاء.,صوره لطفل يلعب بالثلج بملابس شتويه.
2171891283_dedd9cf416.jpg,يلعب كلبان في منطقه عشبيه مع لعبه حمراء وزرقاء,تظهر الصوره كلبين من سلاله البوكسر يلعبان معا في حقل عشبي، ويبدو انهما يستمتعان بوقتيهما.,كلبان يلعبان في العشب الجاف، احدهما يحمل لعبه حمراء في فمه.,تعبر الصوره عن كلبين يلعبان في سهل اخضر مع اوراق جافه.
2172493537_128bc8b187.jpg,الاطفال الثلاثه يلعبون في نافوره,ثلاثه اطفال يستمتعون باللعب في نافوره ماءيه في يوم مشمس.,اطفال يستمتعون باللعب في نوافير الماء المتدفقه.,ثلاثه اطفال يلعبون في نافوره مياه.
2172526745_649f420569.jpg,صبي صغير وفتاه صغيره يلعبان معا في الماء,طفلين يلعبان بالماء في نافوره او بركه، حيث يقوم احدهما بسكب الماء علي راس الاخر باستخدام دلو.,طفل يسكب الماء علي طفله تلعب في نافوره.,طفل يسكب الماء علي طفله من سطل بينما هي تستحم علي حجر في مياه.
2173061319_1f267765dc.jpg,صبي ينزلق اسفل تل ثلجي في انبوب,طفلا سعيدا ينزلق علي تل ثلجي باستخدام انبوب ملون.,طفل مبتهج يتزلج علي انبوب في الثلج.,ولد يلهو في انبوب مطاطي علي الثلج.
2173312932_269f9786fc.jpg,كلب بني و كلاب بيضاء يحيطان بالكره,تظهر الصوره ثلاثه كلاب تركض بحماس في حديقه، حيث يطارد احدهم كره بينما يلاحقه الاخران.,كلاب تلعب وتجري بحيويه في حديقه للكلاب.,الكلاب الثلاثه تركض في ساحه لعب.
